id,title_bg,title_en,publisher,url,accessed_at,license_status,license_label
source-wikidata-green-bridge-in-plovdiv,Wikidata — Green Bridge in Plovdiv,Wikidata — Green Bridge in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q56632059,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hadzhi-dragan-kaloferetsa-house-q108602080,Wikidata — Hadzhi Dragan Kaloferetsa House (Q108602080),Wikidata — Hadzhi Dragan Kaloferetsa House (Q108602080),Wikidata,https://www.wikidata.org/wiki/Q108602080,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hadzhi-vlasaki-chohadzhiyata-house-plovdiv,"Wikidata — Hadzhi Vlasaki Chohadzhiyata House, Plovdiv","Wikidata — Hadzhi Vlasaki Chohadzhiyata House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q105564415,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-halm-na-osvoboditelite,Wikidata — Хълм на освободителите,Wikidata — Хълм на освободителите,Wikidata,https://www.wikidata.org/wiki/Q58079069,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hindliyan-house,Wikidata — Hindliyan house,Wikidata — Hindliyan house,Wikidata,https://www.wikidata.org/wiki/Q19810343,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hippocrates-pharmacy-plovdiv,"Wikidata — Hippocrates pharmacy, Plovdiv","Wikidata — Hippocrates pharmacy, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q113632624,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hisar-kapia-q12298081,Wikidata — Hisar Kapia (Q12298081),Wikidata — Hisar Kapia (Q12298081),Wikidata,https://www.wikidata.org/wiki/Q12298081,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hospital-st-josif-plovdiv,"Wikidata — Hospital St Josif, Plovdiv","Wikidata — Hospital St Josif, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q27048499,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-hristo-g-danov,Wikidata — House of Hristo G. Danov,Wikidata — House of Hristo G. Danov,Wikidata,https://www.wikidata.org/wiki/Q29961385,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-kirkor-meserbovich,Wikidata — House of Kirkor Meserbovich,Wikidata — House of Kirkor Meserbovich,Wikidata,https://www.wikidata.org/wiki/Q29961194,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-kostadin-kaftandzhiyata,Wikidata — House of Kostadin Kaftandzhiyata,Wikidata — House of Kostadin Kaftandzhiyata,Wikidata,https://www.wikidata.org/wiki/Q29961233,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-nikola-nedkovich,Wikidata — House of Nikola Nedkovich,Wikidata — House of Nikola Nedkovich,Wikidata,https://www.wikidata.org/wiki/Q29961368,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-philibos-nishanyan,Wikidata — House of Philibos Nishanyan,Wikidata — House of Philibos Nishanyan,Wikidata,https://www.wikidata.org/wiki/Q29961255,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-of-staynov-in-plovdiv,Wikidata — House of Staynov in Plovdiv,Wikidata — House of Staynov in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q66309879,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-with-nymphs-plovdiv,"Wikidata — House with nymphs, Plovdiv","Wikidata — House with nymphs, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117739724,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-with-the-heads-plovdiv,"Wikidata — House with the heads, Plovdiv","Wikidata — House with the heads, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q113646361,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-house-with-the-locket-plovdiv,"Wikidata — House with the locket, Plovdiv","Wikidata — House with the locket, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q113633922,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-hristo-botev-stadium-coordinates,Wikidata — Hristo Botev Stadium coordinates,Wikidata — Hristo Botev Stadium coordinates,Wikidata,https://www.wikidata.org/wiki/Q849662,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-humanitarian-high-school-saints-cyril-and-methodius-plovdiv-coordinates,"Wikidata — Humanitarian High School ""Saints Cyril and Methodius"" Plovdiv coordinates","Wikidata — Humanitarian High School ""Saints Cyril and Methodius"" Plovdiv coordinates",Wikidata,https://www.wikidata.org/wiki/Q12290859,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-international-fair-plovdiv-coordinates,Wikidata — International Fair Plovdiv coordinates,Wikidata — International Fair Plovdiv coordinates,Wikidata,https://www.wikidata.org/wiki/Q1667383,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-isaac-passy,Wikidata — Isaac Passy,Wikidata — Isaac Passy,Wikidata,https://www.wikidata.org/wiki/Q2901020,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ivan-furnadzhiev-house-plovdiv,"Wikidata — Ivan Furnadzhiev house, Plovdiv","Wikidata — Ivan Furnadzhiev house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q118500439,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ivan-vazov-national-library-coordinates,Wikidata — Ivan Vazov National Library coordinates,Wikidata — Ivan Vazov National Library coordinates,Wikidata,https://www.wikidata.org/wiki/Q630839,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ivan-vazov-street,Wikidata — Ivan Vazov (street),Wikidata — Ivan Vazov (street),Wikidata,https://www.wikidata.org/wiki/Q58177011,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-jewish-cemetery-in-plovdiv,Wikidata — Jewish Cemetery in Plovdiv,Wikidata — Jewish Cemetery in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q64578596,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-jewish-cultural-centre-shalom-aleichem-plovdiv,"Wikidata — Jewish cultural centre Shalom Aleichem, Plovdiv","Wikidata — Jewish cultural centre Shalom Aleichem, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q113559164,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-kamenitza-coordinates,Wikidata — Kamenitza coordinates,Wikidata — Kamenitza coordinates,Wikidata,https://www.wikidata.org/wiki/Q12282497,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-kapana,Wikidata — Kapana,Wikidata — Kapana,Wikidata,https://www.wikidata.org/wiki/Q12282547,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-kasandra-bayatova-house-plovdiv,"Wikidata — Kasandra Bayatova House, Plovdiv","Wikidata — Kasandra Bayatova House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q105622469,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-kino-balkan,Wikidata — Kino Balkan,Wikidata — Kino Balkan,Wikidata,https://www.wikidata.org/wiki/Q105664675,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-klianti-house,Wikidata — Klianti House,Wikidata — Klianti House,Wikidata,https://www.wikidata.org/wiki/Q50073497,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-konstantin-stoilov-house,Wikidata — Konstantin Stoilov house,Wikidata — Konstantin Stoilov house,Wikidata,https://www.wikidata.org/wiki/Q113646190,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-lalka-berberova,Wikidata — Lalka Berberova,Wikidata — Lalka Berberova,Wikidata,https://www.wikidata.org/wiki/Q6480436,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-lamartine-house-q12284656,Wikidata — Lamartine House (Q12284656),Wikidata — Lamartine House (Q12284656),Wikidata,https://www.wikidata.org/wiki/Q12284656,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-library-of-philippopolis-coordinates,Wikidata — Library of Philippopolis coordinates,Wikidata — Library of Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q26260744,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-lokomotiv-stadium-coordinates,Wikidata — Lokomotiv Stadium coordinates,Wikidata — Lokomotiv Stadium coordinates,Wikidata,https://www.wikidata.org/wiki/Q3623331,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-marasha,Wikidata — Marasha,Wikidata — Marasha,Wikidata,https://www.wikidata.org/wiki/Q12285874,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-maritsa-hotel-coordinates,Wikidata — Maritsa Hotel coordinates,Wikidata — Maritsa Hotel coordinates,Wikidata,https://www.wikidata.org/wiki/Q6765912,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-markovo-tepe-coordinates,Wikidata — Markovo tepe coordinates,Wikidata — Markovo tepe coordinates,Wikidata,https://www.wikidata.org/wiki/Q6771348,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-milcho-leviev,Wikidata — Milcho Leviev,Wikidata — Milcho Leviev,Wikidata,https://www.wikidata.org/wiki/Q358753,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-monday-market-in-plovdiv,Wikidata — Monday Market in Plovdiv,Wikidata — Monday Market in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q60242590,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-natsionalno-uchilishte-za-muzikalno-i-tantsovo-izkustvo-dobrin-petkov,Wikidata — Natsionalno Uchilishte Za Muzikalno I Tantsovo Izkustvo Dobrin Petkov,Wikidata — Natsionalno Uchilishte Za Muzikalno I Tantsovo Izkustvo Dobrin Petkov,Wikidata,https://www.wikidata.org/wiki/Q12297325,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-naycho-tsanov-boulevard-in-plovdiv,Wikidata — Naycho Tsanov Boulevard in Plovdiv,Wikidata — Naycho Tsanov Boulevard in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q31192970,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-nebet-tepe-coordinates,Wikidata — Nebet Tepe coordinates,Wikidata — Nebet Tepe coordinates,Wikidata,https://www.wikidata.org/wiki/Q12288006,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-nediyalko-nemski-house-plovdiv,"Wikidata — Nediyalko Nemski house, Plovdiv","Wikidata — Nediyalko Nemski house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q118499676,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-nenko-dobrev,Wikidata — Nenko Dobrev,Wikidata — Nenko Dobrev,Wikidata,https://www.wikidata.org/wiki/Q47456054,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-nevena-atanasova-house-plovdiv,"Wikidata — Nevena Atanasova house, Plovdiv","Wikidata — Nevena Atanasova house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117818220,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-northern-district-coordinates,Wikidata — Northern district coordinates,Wikidata — Northern district coordinates,Wikidata,https://www.wikidata.org/wiki/Q7059194,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-novotel-plovdiv-coordinates,Wikidata — Novotel Plovdiv coordinates,Wikidata — Novotel Plovdiv coordinates,Wikidata,https://www.wikidata.org/wiki/Q7065087,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-odeon-of-philippopolis-coordinates,Wikidata — Odeon of Philippopolis coordinates,Wikidata — Odeon of Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q26046109,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-orta-mezar,Wikidata — Orta mezar,Wikidata — Orta mezar,Wikidata,https://www.wikidata.org/wiki/Q37813975,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-orthodox-church-ascension-of-the-lord-plovdiv,"Wikidata — Orthodox Church Ascension of the Lord, Plovdiv","Wikidata — Orthodox Church Ascension of the Lord, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q105105506,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-our-lady-of-lourdes-church,Wikidata — Our Lady of Lourdes Church,Wikidata — Our Lady of Lourdes Church,Wikidata,https://www.wikidata.org/wiki/Q29035428,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ovanes-stepanyan-house-plovdiv,"Wikidata — Ovanes Stepanyan house, Plovdiv","Wikidata — Ovanes Stepanyan house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117727579,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-panair-han,Wikidata — Панаир хан,Wikidata — Панаир хан,Wikidata,https://www.wikidata.org/wiki/Q60394704,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-park-sankt-peterburg-hotel,Wikidata — Park Sankt Peterburg Hotel,Wikidata — Park Sankt Peterburg Hotel,Wikidata,https://www.wikidata.org/wiki/Q60324839,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-petar-stoyanov,Wikidata — Petar Stoyanov,Wikidata — Petar Stoyanov,Wikidata,https://www.wikidata.org/wiki/Q81215,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-philippopolis-coordinates,Wikidata — Philippopolis coordinates,Wikidata — Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q27047924,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-central-railway-station-coordinates,Wikidata — Plovdiv Central railway station coordinates,Wikidata — Plovdiv Central railway station coordinates,Wikidata,https://www.wikidata.org/wiki/Q7205164,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-medical-university-coordinates,Wikidata — Plovdiv Medical University coordinates,Wikidata — Plovdiv Medical University coordinates,Wikidata,https://www.wikidata.org/wiki/Q3557727,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-q459,Wikidata — Plovdiv (Q459),Wikidata — Plovdiv (Q459),Wikidata,https://www.wikidata.org/wiki/Q459,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-regional-ethnographic-museum-coordinates,Wikidata — Plovdiv Regional Ethnographic Museum coordinates,Wikidata — Plovdiv Regional Ethnographic Museum coordinates,Wikidata,https://www.wikidata.org/wiki/Q876619,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-regional-history-museum-coordinates,Wikidata — Plovdiv Regional History Museum coordinates,Wikidata — Plovdiv Regional History Museum coordinates,Wikidata,https://www.wikidata.org/wiki/Q1501330,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-synagogue-coordinates,Wikidata — Plovdiv Synagogue coordinates,Wikidata — Plovdiv Synagogue coordinates,Wikidata,https://www.wikidata.org/wiki/Q7205169,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-plovdiv-university-coordinates,Wikidata — Plovdiv University coordinates,Wikidata — Plovdiv University coordinates,Wikidata,https://www.wikidata.org/wiki/Q7205171,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-pravoslavna-duhovna-akademiya-sv-sv-kiril-i-metodiy,Wikidata — Православна духовна академия „Св. св. Кирил и Методий“,Wikidata — Православна духовна академия „Св. св. Кирил и Методий“,Wikidata,https://www.wikidata.org/wiki/Q19706780,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-primary-school-geo-milev-q58071657,Wikidata — Primary School Geo Milev (Q58071657),Wikidata — Primary School Geo Milev (Q58071657),Wikidata,https://www.wikidata.org/wiki/Q58071657,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-professional-high-school-of-interior-architecture-and-woodworking,Wikidata — Professional High School of Interior Architecture and Woodworking,Wikidata — Professional High School of Interior Architecture and Woodworking,Wikidata,https://www.wikidata.org/wiki/Q12291596,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-rhodope-overpass-in-plovdiv,Wikidata — Rhodope overpass in Plovdiv,Wikidata — Rhodope overpass in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q57069714,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ritora-house-plovdiv,"Wikidata — Ritora house, Plovdiv","Wikidata — Ritora house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q113564786,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-russian-boulevard-in-plovdiv,Wikidata — Russian Boulevard in Plovdiv,Wikidata — Russian Boulevard in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q58300426,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-sahabettin-imaret-mosque,Wikidata — Şahabettin İmaret Mosque,Wikidata — Şahabettin İmaret Mosque,Wikidata,https://www.wikidata.org/wiki/Q3409168,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-sahat-hill-in-plovdiv,Wikidata — Sahat hill in Plovdiv,Wikidata — Sahat hill in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q12293012,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-saint-george-church-q55399583,Wikidata — Saint George church (Q55399583),Wikidata — Saint George church (Q55399583),Wikidata,https://www.wikidata.org/wiki/Q55399583,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-saint-ivan-of-rila-church,Wikidata — Saint Ivan of Rila church,Wikidata — Saint Ivan of Rila church,Wikidata,https://www.wikidata.org/wiki/Q57601813,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-secondary-school-ekzarh-antim-i,Wikidata — Secondary School Ekzarh Antim I,Wikidata — Secondary School Ekzarh Antim I,Wikidata,https://www.wikidata.org/wiki/Q106329286,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-slaveykov-house-plovdiv,"Wikidata — Slaveykov house, Plovdiv","Wikidata — Slaveykov house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117750380,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-small-basilica-coordinates,Wikidata — Small Basilica coordinates,Wikidata — Small Basilica coordinates,Wikidata,https://www.wikidata.org/wiki/Q16744679,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-solomon-passy,Wikidata — Solomon Passy,Wikidata — Solomon Passy,Wikidata,https://www.wikidata.org/wiki/Q1371792,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-southern-district-coordinates,Wikidata — Southern district coordinates,Wikidata — Southern district coordinates,Wikidata,https://www.wikidata.org/wiki/Q7570666,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-archangel-michael-plovdiv,"Wikidata — St. Archangel Michael, Plovdiv","Wikidata — St. Archangel Michael, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q28055288,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-dimitar-church-plovdiv,"Wikidata — St. Dimitar Church, Plovdiv","Wikidata — St. Dimitar Church, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q12293159,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-haralampy-church-plovdiv,Wikidata — St. Haralampy Church Plovdiv,Wikidata — St. Haralampy Church Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q63677241,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-kliment-ohridski-school-plovdiv,"Wikidata — St. Kliment Ohridski School, Plovdiv","Wikidata — St. Kliment Ohridski School, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q62022460,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-marina-plovdiv,"Wikidata — St. Marina, Plovdiv","Wikidata — St. Marina, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q12293062,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-st-nedelya-church,Wikidata — St. Nedelya Church,Wikidata — St. Nedelya Church,Wikidata,https://www.wikidata.org/wiki/Q12293066,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-stefan-stambolov-square-plovdiv,"Wikidata — Stefan Stambolov square, Plovdiv","Wikidata — Stefan Stambolov square, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q59441964,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-stoyan-chomakov-house-q38654916,Wikidata — Stoyan Chomakov House (Q38654916),Wikidata — Stoyan Chomakov House (Q38654916),Wikidata,https://www.wikidata.org/wiki/Q38654916,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-sveta-petka-stara,Wikidata — Света Петка Стара,Wikidata — Света Петка Стара,Wikidata,https://www.wikidata.org/wiki/Q12293078,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-synagogue-of-philippopolis-coordinates,Wikidata — Synagogue of Philippopolis coordinates,Wikidata — Synagogue of Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q20499146,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-taksim-hill-in-plovdiv,Wikidata — Taksim Hill in Plovdiv,Wikidata — Taksim Hill in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q12295975,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-tashkyopryu-mosque-coordinates,Wikidata — Tashkyopryu Mosque coordinates,Wikidata — Tashkyopryu Mosque coordinates,Wikidata,https://www.wikidata.org/wiki/Q26258392,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-the-old-town-old-plovdiv-coordinates,Wikidata — The Old Town (Old Plovdiv) coordinates,Wikidata — The Old Town (Old Plovdiv) coordinates,Wikidata,https://www.wikidata.org/wiki/Q12295057,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-the-seven-hills-tepeta-coordinates,Wikidata — The Seven Hills (tepeta) coordinates,Wikidata — The Seven Hills (tepeta) coordinates,Wikidata,https://www.wikidata.org/wiki/Q58135990,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-three-hills-tunnel-plovdiv,"Wikidata — Three Hills tunnel, Plovdiv","Wikidata — Three Hills tunnel, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q70882697,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-trakiya-district-coordinates,Wikidata — Trakiya district coordinates,Wikidata — Trakiya district coordinates,Wikidata,https://www.wikidata.org/wiki/Q3557743,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-trimontsium-hotel-in-plovdiv,Wikidata — Trimontsium Hotel in Plovdiv,Wikidata — Trimontsium Hotel in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q60318638,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-tsanko-lavrenov-national-high-school-of-art-plovdiv,"Wikidata — Tsanko Lavrenov National High School of Art, Plovdiv","Wikidata — Tsanko Lavrenov National High School of Art, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q12287929,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-tzar-simeon-garden,Wikidata — Tzar Simeon Garden,Wikidata — Tzar Simeon Garden,Wikidata,https://www.wikidata.org/wiki/Q12298697,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-unification-square-plovdiv,"Wikidata — Unification square, Plovdiv","Wikidata — Unification square, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q58885892,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-vasil-aprilov-boulevard-in-plovdiv,Wikidata — Vasil Aprilov Boulevard in Plovdiv,Wikidata — Vasil Aprilov Boulevard in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q31192975,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-veren-stambolyan-house-plovdiv,"Wikidata — Veren Stambolyan House, Plovdiv","Wikidata — Veren Stambolyan House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q105552912,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-western-district-coordinates,Wikidata — Western district coordinates,Wikidata — Western district coordinates,Wikidata,https://www.wikidata.org/wiki/Q7988480,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-yellow-school-in-plovdiv,Wikidata — Yellow school in Plovdiv,Wikidata — Yellow school in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q60728884,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-yoan-leviev,Wikidata — Yoan Leviev,Wikidata — Yoan Leviev,Wikidata,https://www.wikidata.org/wiki/Q12282012,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-zala-stroitel,Wikidata — Зала Строител,Wikidata — Зала Строител,Wikidata,https://www.wikidata.org/wiki/Q61115940,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-zlatyu-boyadzhiev-exposition,Wikidata — Zlatyu Boyadzhiev Exposition,Wikidata — Zlatyu Boyadzhiev Exposition,Wikidata,https://www.wikidata.org/wiki/Q12291130,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikimedia-commons-agata-bridge-plovdiv-jpg,"Wikimedia Commons — Agata Bridge, Plovdiv.jpg","Wikimedia Commons — Agata Bridge, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Agata_Bridge%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-agricultural-university-plovdiv-jpg,Wikimedia Commons — Agricultural University Plovdiv.jpg,Wikimedia Commons — Agricultural University Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Agricultural_University_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-alley-in-dondukova-garden-plovdiv-bulgaria-05-jpg,"Wikimedia Commons — Alley in Dondukova Garden, Plovdiv, Bulgaria 05.jpg","Wikimedia Commons — Alley in Dondukova Garden, Plovdiv, Bulgaria 05.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Alley_in_Dondukova_Garden%2C_Plovdiv%2C_Bulgaria_05.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-alyoshapoldivmonument-jpg,Wikimedia Commons — AlyoshaPoldivMonument.jpg,Wikimedia Commons — AlyoshaPoldivMonument.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:AlyoshaPoldivMonument.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-amtii-pan-2-jpg,Wikimedia Commons — Amtii pan 2.jpg,Wikimedia Commons — Amtii pan 2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amtii_pan_2.jpg,2026-06-19,open_license,CC BY 3.0
source-wikimedia-commons-amtii-pan-2-part-jpg,Wikimedia Commons — Amtii pan 2 part.jpg,Wikimedia Commons — Amtii pan 2 part.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amtii_pan_2_part.jpg,2026-06-19,open_license,CC BY 3.0
